id,start,start_lat,start_long,dest,dest_lat,dest_long,dest_time
66,Raleigh,35.84646157981312,-78.72071732314066,Durham,36.04280959453091,-78.88886297350452,9:00
67,Raleigh,35.833820657553325,-78.6300178132007,Durham,36.04726748907743,-78.8840174685489,9:00
68,Raleigh,35.79468649444867,-78.71455997628757,Durham,35.979131100150575,-78.933631748284,9:00
69,Raleigh,35.73270375018922,-78.7528647518945,Durham,36.04478339856927,-78.84420908041214,9:00
70,Raleigh,35.80351693023211,-78.67973291074713,Durham,36.04608055412636,-78.84127065368043,9:00
71,Raleigh,35.79826631925073,-78.60798709673523,Durham,36.05951531395551,-78.87982372113187,9:00
72,Raleigh,35.83549023202893,-78.73758842245262,Durham,36.051702943879235,-78.9162562188493,9:00
73,Raleigh,35.73770825344668,-78.7425645868015,Durham,36.06791209277149,-78.87704936741802,9:00
74,Raleigh,35.755220237829775,-78.73222314716057,Durham,36.06149583634998,-78.95598086807937,9:00
75,Raleigh,35.75619055147103,-78.640939036584,Durham,36.0674809136684,-78.97884386881195,9:00
76,Raleigh,35.79762057965209,-78.62556136944595,Durham,36.02845785671601,-78.92970879485107,9:00
77,Raleigh,35.841727046423216,-78.71540234137521,Durham,35.99080865146177,-78.86162749732854,9:00
78,Raleigh,35.85474522725624,-78.74003670779788,Durham,35.97578201426465,-78.83412934750059,9:00
79,Raleigh,35.820948524872804,-78.7493367144707,Durham,35.9825532590854,-78.92851781104923,9:00
80,Raleigh,35.77296165658729,-78.70580189324372,Durham,36.00792894136869,-78.98652452366488,9:00
81,Raleigh,35.88181196072644,-78.74128454427685,Durham,36.058993052951074,-79.00964406805372,9:00
82,Raleigh,35.87507247168407,-78.6682215335974,Durham,36.05009050914586,-78.84373172831788,9:00
83,Raleigh,35.77739169881722,-78.64282446789214,Durham,36.02199282162549,-78.85291538736607,9:00
84,Raleigh,35.74772956949881,-78.75542162772872,Durham,36.064283033632734,-78.95092840588072,9:00
85,Raleigh,35.84847061337611,-78.62888189935542,Durham,35.98195263979322,-78.83339834777365,9:00
86,Raleigh,35.734283330327784,-78.75333618772129,Durham,36.0448769813877,-78.99132623498598,9:00
87,Raleigh,35.8197852021035,-78.66577067954762,Durham,35.99493610561656,-78.91663340493041,9:00
88,Raleigh,35.781384270774645,-78.72662073319808,Durham,36.04320877614568,-78.84443620822387,9:00
89,Raleigh,35.76062269775958,-78.70065264243631,Durham,36.02447895003276,-78.86276127251908,9:00
90,Raleigh,35.866121340994475,-78.70859841640298,Durham,36.05758193447731,-78.84553268425695,9:00
91,Raleigh,35.7323221817952,-78.59349412909798,Durham,35.99686953666538,-78.90443227409368,9:00
92,Raleigh,35.896984578068974,-78.59394915491151,Durham,36.01684235742382,-78.95252951553532,9:00
93,Raleigh,35.90480797695214,-78.63339109071698,Durham,36.047377867499996,-78.98960388708583,9:00
94,Raleigh,35.88754114655661,-78.75050894894727,Durham,35.97396962774601,-79.00789502735505,9:00
95,Raleigh,35.84258347974527,-78.76354566972007,Durham,36.04982837247056,-78.90502837094606,9:00
96,Raleigh,35.82230848663956,-78.74455419220281,Durham,36.00822567085632,-78.8527774735347,9:00
97,Raleigh,35.739015154386955,-78.5940154430679,Durham,36.051522606944644,-78.84696717932266,9:00
98,Raleigh,35.81700390253463,-78.7451238827874,Durham,35.9974450833527,-78.91621225983683,9:00
99,Raleigh,35.893577514974254,-78.69780134701737,Durham,36.05030719157551,-78.9216901634386,9:00
